Model,Brake Horsepower (BHP),Torque (Nm),Fuel Consumption (L/100km),CO2 Emissions (g/km),NOx Emissions (g/km),RPM (Revolutions Per Minute),Load Percentage,Coolant Temperature (°C),Oil Temperature (°C),Oil Pressure (kPa),Intake Manifold Pressure (kPa),Exhaust Back Pressure (kPa),Vibration Levels,Noise Levels (dB)
Eicher Pro 6025,486.5461866,1184.535492,9.035328609,471.2503295,3.918156391,1672.575576,26.20006484,82.24819781,89.86447954,277.7098492,83.42433295,45.80373681,0.111276783,71.50204197
Eicher Pro 6025,443.084562,1196.133554,15.62954996,475.7700888,4.318866466,1751.180325,91.19269295,99.4993917,118.8845962,258.8146782,64.15490346,25.88632174,0.584307633,81.28226964
Ashok Leyland 2518,360.4937832,2899.770468,7.60565384,278.0997411,0.838058411,1023.051744,68.89474156,98.54621398,75.16597682,306.6462506,136.0797136,45.51977289,0.81824077,78.26000554
Mahindra Blazo X 35,194.4947769,2272.935119,8.024433299,472.2979826,2.120579366,1728.762066,83.05252698,89.97322401,112.9833934,220.1472384,76.39046287,44.73515051,0.404285605,74.35456486
Ashok Leyland 2518,488.3459421,1901.4594,12.42484616,311.3817023,2.220550173,1984.59447,99.81872452,83.7312979,108.608941,273.6874734,106.0808984,37.20619428,0.515636167,88.40972693
Eicher Pro 6025,173.2532631,2826.899377,13.75626233,417.0276643,1.903385459,1731.232059,60.72939717,96.57677404,71.61382049,369.6993845,69.01671103,20.63032185,0.783460296,83.73841524
Ashok Leyland 2518,462.4578859,2997.189472,9.126129959,245.4637143,1.429905685,1018.733156,10.39002745,95.94200165,80.16597375,278.9755876,124.8681862,20.35405465,0.212398304,70.73988456
Eicher Pro 6025,231.2592924,2109.400896,12.02447417,414.5098093,4.292078905,1177.783563,84.0469722,85.16751134,66.42604603,296.0059134,91.79154677,49.9516038,0.144485186,88.84796398
Mahindra Blazo X 35,190.7195914,2107.274588,10.07680743,284.661842,1.714605717,1242.5495,63.41217467,80.85019776,72.10676951,379.4574995,126.0174662,22.11834266,0.739316668,74.12899191
Volvo FH 520,315.7255115,1709.624463,6.346907387,148.0826373,0.677367962,1058.611148,61.28161341,83.3613341,71.69611303,216.5622649,70.73947909,36.47801,0.382019093,76.95248333
Eicher Pro 6025,434.4794015,2798.288211,18.87041845,414.4009384,3.448117044,2127.641091,69.02808727,86.58879242,89.73444381,306.9935188,143.2166856,39.64394809,0.406052584,79.71588124
Eicher Pro 6025,350.5535524,1935.723677,15.45636597,136.1428692,3.775684502,1699.789842,46.850825,92.32842462,103.4112374,387.9408158,95.9421655,47.9068818,0.606448537,76.19063623
Ashok Leyland 2518,193.9219895,1702.980411,13.6859656,193.8107951,3.433310679,2118.23497,64.53015831,87.03017493,94.02062502,233.2872069,139.2887574,35.80944571,0.797254256,75.32230972
Volvo FH 520,195.2536232,2088.952995,10.64435391,488.3035025,1.775255891,1349.454547,97.59675932,80.97944599,114.8125566,366.9879565,119.3740607,36.67841381,0.136641967,85.97775229
Tata 407,469.3653878,1413.329056,14.5597075,273.5932668,2.045433303,1463.282008,36.28026889,88.59292623,114.9191637,245.1471336,120.2077081,48.32220745,0.464039052,85.14786047
Eicher Pro 6025,256.9067113,2422.047444,12.79659097,231.6137278,2.896481026,1163.843934,98.02128445,83.788893,62.90852221,398.1236383,108.3544946,23.56800546,0.752864368,77.98549162
Eicher Pro 6025,228.5445477,1569.651622,9.119404485,290.9711326,1.940610612,1090.35846,66.35356332,80.60880108,101.9651711,303.8256199,107.7766036,49.67813019,0.994976576,83.877028
Tata 407,282.4746188,1193.955991,6.128984229,241.2817504,2.371529826,1219.826427,97.60471023,93.14048442,92.61095726,357.7720446,81.13754829,40.50473258,0.737642307,76.41896939
Mahindra Blazo X 35,438.5501066,2514.030688,18.7790435,185.5271952,4.724370122,1964.129181,62.20990557,82.53604155,79.73196165,334.1820031,129.4605035,33.61323005,0.171771737,71.91152399
Volvo FH 520,331.2347608,2326.930927,12.29190745,330.3671643,1.533648001,1484.449637,17.47864919,88.87456556,113.0192094,224.3982534,117.8725323,46.55711178,0.50711267,70.48820282
Eicher Pro 6025,388.2922701,2808.238423,16.77926017,362.4388173,4.954526342,1961.31088,28.88640376,99.47311365,108.2859149,260.6253665,132.8267584,10.06624116,0.587691082,79.69979972
Eicher Pro 6025,494.5243745,1897.07182,18.58114995,143.198732,2.850766282,1762.596466,61.20388176,89.28701017,109.1226198,318.454873,82.86143393,33.54407994,0.235570464,82.20443347
Volvo FH 520,290.4949128,1028.97346,15.98434961,239.0342308,3.21549426,2132.165491,81.0079524,92.97343978,82.31080324,246.3097557,72.37801137,39.45619333,0.887896938,87.42091759
Tata 407,466.526411,1356.644268,14.80388497,364.9654874,4.143870244,1045.522187,49.63269537,87.3463163,91.6132711,227.775081,104.4073632,28.36624753,0.927427858,87.02112096
Tata 407,277.5266114,1210.536423,15.62213518,251.236417,3.035733856,1098.994793,97.63481603,86.80620881,111.6156914,353.2323119,79.53579621,32.46972197,0.650327339,81.68922266
Mahindra Blazo X 35,227.8286345,1294.540921,16.53909804,389.9594848,4.395657107,1365.810924,74.20780653,85.17260405,101.7642702,317.0548264,138.3276368,24.63587819,0.136547409,76.03925724
Ashok Leyland 2518,164.3126074,1462.116758,12.6548212,183.7036721,3.333969653,1118.923436,12.56308376,83.96190386,94.93786235,283.2358809,101.2031524,47.62753788,0.617091285,83.69995103
Ashok Leyland 2518,478.9716443,2235.58095,4.983623107,240.5664814,3.832554397,1976.980371,73.9030572,81.38516731,81.26024827,305.0953744,58.93397498,27.12147052,0.630595326,77.71635071
Volvo FH 520,188.0501481,1157.779534,12.95768868,198.8698432,4.505211907,1977.752132,41.97938121,86.96501398,86.60621942,307.6750679,51.2804625,28.47909344,0.839454025,82.86922806
Ashok Leyland 2518,316.809307,1017.935333,13.55863059,119.5777305,0.116265179,2150.296792,35.59144223,94.8149514,101.8284042,330.9283785,140.6761846,37.13641492,0.693862598,89.56713622
Mahindra Blazo X 35,227.4718926,1175.070787,19.71189969,328.4643558,3.550588845,2430.209884,42.42805306,86.65541561,61.18109952,315.0454652,142.3589105,31.75603462,0.640747206,83.31180694
Tata 407,182.9427677,2486.832223,12.14262705,181.9563378,0.543677977,2143.571778,26.22422318,87.22822513,79.11029012,239.4040508,52.73188498,43.70061254,0.900538666,78.54218701
Volvo FH 520,162.0113668,1725.094427,6.33031942,378.2710917,1.348286294,1814.424109,52.08189153,90.68602449,116.3100593,296.1542179,128.4567286,12.70384988,0.330188397,70.60582768
Mahindra Blazo X 35,364.7456408,1454.902183,5.588447221,301.6202304,4.417929991,2204.704289,20.4894375,80.1882531,64.48659835,369.651878,108.8030831,24.80287809,0.433763754,87.62851114
Mahindra Blazo X 35,229.2181754,1398.124053,5.914963471,451.9267022,3.540664122,1352.755376,49.65494369,84.21205736,119.7334993,357.1625093,84.07950477,25.85280124,0.200453941,81.95938477
Tata 407,497.8685001,1950.879656,7.607708968,197.4580759,2.818656519,1084.936709,80.5034786,96.8851468,83.03985216,293.306412,114.5728499,24.09980411,0.56667556,77.5899085
Eicher Pro 6025,324.8040709,2634.178944,19.50702302,444.6320916,0.261365488,1340.096776,47.8142006,89.42277664,105.5768503,389.6329626,87.47640226,49.58446374,0.531555047,70.26890242
Volvo FH 520,441.975894,2340.591129,19.69899498,268.65668,3.696833353,2364.040796,19.89054392,99.96315435,69.30109703,398.5059548,52.43292126,17.82029886,0.220067842,77.1510833
Eicher Pro 6025,255.5628934,2874.739617,16.53575766,114.416619,4.657660189,1913.520479,51.76548477,94.63947583,108.7346719,366.0050575,113.3386847,20.66965718,0.778635819,73.51470015
Ashok Leyland 2518,442.0759417,2361.763935,17.47008948,342.7245915,3.553002453,1510.68546,25.30308446,85.93051002,117.1154675,311.9041497,97.38611988,37.88563644,0.451486677,79.91107688
Ashok Leyland 2518,399.9453607,1054.657753,11.95720577,320.4559045,0.606115389,2024.908015,97.95768479,94.37777705,103.9838365,336.0912758,111.6484083,36.9441204,0.652106058,73.72235201
Volvo FH 520,164.7801623,1609.024868,9.287386673,445.173926,1.161827333,1445.188404,46.93742787,84.63912423,95.14573762,210.7580695,128.4582829,39.76118944,0.435065682,86.56867781
Mahindra Blazo X 35,461.3738629,2714.158909,19.52325388,127.9873668,0.651087083,1169.600155,41.03974442,85.62203192,60.57915982,311.0524919,141.0983754,12.33517185,0.375681989,82.04555834
Mahindra Blazo X 35,477.0555895,1841.828935,12.97729852,368.8448257,1.269565568,1786.996364,49.75795126,86.8426861,76.88542333,254.7901191,144.3130361,48.83731975,0.781384236,87.76364503
Eicher Pro 6025,313.2303966,1612.496103,13.72122776,338.4178093,4.2162774,1929.339372,26.37704569,92.09893643,87.19361723,335.9573213,69.50491439,27.38499835,0.62475699,77.21404148
Tata 407,208.5902233,2991.9754,4.774238764,359.6058626,0.567519751,1109.511979,96.28670745,85.88396582,96.05961687,352.7232164,120.7837612,39.99597429,0.413304643,87.91878217
Ashok Leyland 2518,383.6805946,1073.405209,5.516089107,108.9112737,1.579786315,2325.450269,68.27132924,88.21856192,98.93829521,229.0126291,81.46108405,45.45942138,0.412704521,76.50139208
Volvo FH 520,489.2870242,2035.628738,19.24613187,323.5734606,2.666988265,1359.72014,80.37429523,96.90257677,99.06742723,215.1330021,85.80677239,42.57912929,0.308975492,73.80552413
Eicher Pro 6025,258.6978954,1697.838314,10.15063323,251.6703344,2.681816702,2483.089754,66.01600335,99.29338355,73.8023163,218.5794614,128.8116422,37.88713898,0.450180126,89.70981326
Tata 407,360.0049459,2871.379471,14.41412592,302.7675603,3.267661438,2399.791747,32.36566936,80.58821623,106.7392518,338.5974206,93.57867755,43.45324997,0.559007453,79.33506963
Tata 407,190.3545966,1988.658858,15.2469229,156.6380138,1.724496378,2278.732023,40.28924676,81.31962699,85.44821977,246.8448441,102.0298863,38.89573103,0.248685219,74.61395844
Mahindra Blazo X 35,482.5791831,2842.502425,4.327196442,457.1532133,1.924205045,1678.924916,53.68427729,81.3198599,116.1086103,366.7059256,66.54390478,36.65402825,0.693468981,71.64009299
Ashok Leyland 2518,328.6329725,1243.355641,17.23514302,460.9102413,1.059133096,2286.94982,11.85392254,90.09963798,117.3085972,377.0307206,128.4341206,19.31322483,0.929544629,75.96345596
Eicher Pro 6025,359.9647181,1513.261659,18.88565307,185.8060942,3.383489053,1131.740989,88.11864185,83.6075284,89.13302947,370.8440416,91.52816495,45.53801449,0.631464431,89.29901263
Ashok Leyland 2518,214.4800054,2548.406435,7.961312244,289.4260651,0.250261163,2086.926685,16.95507692,99.38190628,75.75811341,281.7489335,149.6380913,48.57961669,0.284111129,80.12363913
Ashok Leyland 2518,448.0418394,2882.997926,17.08078171,262.3723204,2.970371466,1451.962417,45.07039457,86.70395328,91.08596377,379.5643041,106.2141507,36.45305905,0.224010364,83.47020728
Volvo FH 520,480.750561,1883.408521,12.91384143,466.2250788,0.991634137,2116.145717,33.63138253,96.01497546,69.87494583,292.9899227,107.4324276,28.71808154,0.454921201,82.6908123
Mahindra Blazo X 35,477.2760024,2497.986533,8.178388611,269.3919348,3.619260473,2361.035571,41.00489192,97.39327538,111.971735,311.7865221,106.0383669,30.3867582,0.79991945,76.66300358
Eicher Pro 6025,359.7679596,2864.873863,16.37382313,302.155493,3.849962247,2429.715192,61.35107477,88.69109399,81.64612958,293.6572315,108.6994521,36.99931225,0.761118691,77.36467196
Ashok Leyland 2518,184.6858478,1428.770987,15.90770323,157.4708326,1.353315156,2078.605838,52.82516478,85.70455786,104.2506562,330.1990995,95.59161004,24.48480732,0.903229392,82.73482673
Ashok Leyland 2518,452.4045661,1413.501874,15.51403277,180.388965,0.481898864,2210.317855,61.54780514,85.11118455,119.9893042,205.6067291,74.47206633,15.06611316,0.335606598,79.96044899
Mahindra Blazo X 35,206.7288592,1551.707714,7.744931348,247.9982632,0.393589796,2076.156039,48.6986142,96.54268559,89.79884963,365.5260553,59.92752394,38.02584982,0.474238108,71.92571174
Ashok Leyland 2518,442.9462821,2532.154441,13.34953842,461.0878843,0.569487354,1583.033979,81.34021981,86.56446622,65.61030319,223.2438733,124.2167447,26.08865037,0.594447927,77.82071073
Volvo FH 520,205.3546667,1257.116732,8.746013403,149.1545339,1.702622646,1314.836956,71.81587604,90.29448425,97.02830164,296.5365117,97.73481446,35.83274239,0.916928897,75.16796095
Mahindra Blazo X 35,432.8800134,2227.378519,17.42934327,478.4353803,3.311330144,1602.526649,66.7993129,90.65194537,75.46341808,322.9246047,89.66747251,37.53896455,0.484228384,74.61461698
Mahindra Blazo X 35,222.0241577,2344.327597,5.516459621,443.9526827,1.624526061,1811.245043,27.52164172,94.69384725,61.06691715,249.2748617,119.5985692,40.65339018,0.411224966,85.72764194
Mahindra Blazo X 35,292.3250618,2319.606016,11.92724743,123.1931603,2.330028268,2322.038313,67.60627437,91.89170179,118.309048,324.3354912,99.72769583,30.7451422,0.335318151,73.85589793
Tata 407,440.9576467,2754.80129,16.14064731,137.613596,3.625811888,1292.24373,43.08482403,96.53779535,74.41522097,383.5050979,60.9422367,35.87001027,0.993335516,71.7191415
Ashok Leyland 2518,482.3802149,1893.856641,18.19241834,318.3522532,4.906427023,1360.18588,41.99515707,91.67781317,79.36963249,322.1938617,88.86691247,33.17233231,0.497461334,89.48884484
Ashok Leyland 2518,450.2505591,2263.172696,13.05455625,197.6774251,3.43677126,1779.623843,27.58427479,80.10538714,63.23190859,354.2010473,87.11842479,47.25373369,0.158584666,75.1218939
Tata 407,325.6900769,2626.530735,4.705606115,160.3362385,3.450461229,1510.680752,26.86738252,84.76462843,107.497365,349.073857,87.01530731,16.3663348,0.70675842,79.13204318
Eicher Pro 6025,206.1997705,1272.48325,17.95464073,213.3441561,4.573227708,1740.188032,56.19583946,92.75083372,62.97824094,239.5102519,61.81785896,40.65556498,0.218429784,70.08802254
Eicher Pro 6025,439.4135244,2799.04194,6.254599449,100.4632225,0.599202275,2055.383254,57.88038199,80.92053925,63.31727224,274.0525569,95.87619807,40.27992605,0.501349749,82.33786125
Ashok Leyland 2518,497.0735994,2396.387056,4.969472699,420.7875265,1.839367523,1736.794152,89.34760413,87.49621333,115.8584093,310.492278,113.0944013,18.0891349,0.74239361,70.92926761
Tata 407,210.6694674,2601.283647,11.16694137,230.8944103,0.565000759,1693.783939,92.83718675,98.01323262,99.69536049,260.8671532,80.90885319,20.46855299,0.162339981,73.55994497
Mahindra Blazo X 35,417.2987334,1743.616647,12.0249633,220.6172844,4.190119199,1612.896025,82.65978237,98.89509948,108.1894758,388.4059852,61.67143334,43.64335876,0.258973578,80.30000601
Ashok Leyland 2518,374.9834271,1472.070234,7.879627062,459.9842718,1.053636994,1341.946593,93.59358297,85.75754953,101.7544074,227.0481877,129.087088,12.79756455,0.352353996,75.46929258
Mahindra Blazo X 35,463.7515621,2915.665566,11.56610181,423.5541599,2.326245998,1116.631509,90.09800279,87.24112602,73.23534814,307.2697944,147.1706045,41.79315464,0.594865828,71.45411586
Volvo FH 520,233.2643011,1764.549201,4.100751018,324.5309896,1.62940427,1146.122487,45.87686388,90.20120128,93.56598742,349.9534157,100.4018293,35.78412795,0.181929688,82.63617787
Ashok Leyland 2518,190.9681899,1781.859871,12.01001621,114.6129397,3.958533205,1080.229181,40.57462979,90.55104123,89.00847261,201.2847994,69.406898,46.7614656,0.488667285,89.42496842
Ashok Leyland 2518,321.4746818,2480.125691,4.952195311,423.322131,0.515134235,1165.500437,65.72904308,99.10622136,110.1445193,256.0677002,149.250058,48.25477264,0.989385259,83.12143362
Volvo FH 520,427.2135699,2004.733546,14.01816949,110.1655947,4.57072404,2351.435166,29.71625034,94.5664726,69.62213854,242.5726364,98.12079502,18.13729523,0.664134065,87.57677931
Eicher Pro 6025,160.9415471,2031.959408,14.20118378,423.5294885,3.851434392,1313.358369,62.45117477,85.84576496,114.3220162,301.8563736,99.65407532,38.80971135,0.944296557,73.66724031
Ashok Leyland 2518,329.3130625,2624.945248,5.556358929,485.7848139,4.739442642,2152.796987,11.06859781,93.18800763,67.03724654,369.816165,139.3728436,11.75636799,0.168544559,77.72248355
Volvo FH 520,456.8710343,2867.313535,18.62516313,443.6259009,2.228308018,1590.042064,12.07606361,82.22965099,100.2612431,225.0723782,62.14999801,47.12239878,0.273286878,80.95579604
Ashok Leyland 2518,155.8021732,2332.578451,15.61042918,388.4117555,4.828968139,2115.57606,79.35250683,83.04896316,86.39032918,340.827595,138.7681847,25.9141812,0.548319881,73.92027554
Ashok Leyland 2518,451.9017135,2071.342242,19.14051885,416.4388703,1.153255198,1291.267159,60.45026991,80.25458916,80.62401683,302.9030698,118.0678171,35.26413221,0.542827497,87.09121921
Ashok Leyland 2518,256.3852136,2347.775893,13.98806121,224.9276901,0.226700434,1127.597114,39.62250163,95.25897101,90.51245413,343.5174733,69.81685207,40.48606005,0.735403437,88.0694819
Tata 407,338.3827871,1860.768245,5.405470745,281.6705802,0.784194051,1832.693834,22.31391087,81.36203626,103.2685557,327.2957072,52.34126298,18.83426246,0.168993473,87.59911482
Eicher Pro 6025,210.9108829,1319.164703,8.449901451,159.3224584,4.342942705,1154.426937,65.04224269,89.25126154,107.8317551,374.8750238,120.7035779,32.8455098,0.453284446,84.36490091
Volvo FH 520,320.8657828,1624.603224,7.504014814,349.8189515,3.949534292,2477.098569,93.71822748,96.86128954,60.49168288,381.6302903,126.6405338,21.94979797,0.594219741,78.74525858
Ashok Leyland 2518,476.7167348,1062.558759,16.40480329,476.9602392,3.722445823,2163.617777,12.165596,99.33472212,76.20673475,392.4412382,120.5062358,18.33593353,0.275032659,84.30475177
Mahindra Blazo X 35,150.4733516,1954.126944,10.57182015,138.4370378,0.938918696,1849.461274,65.29871853,91.92953128,109.3002489,394.3289317,80.58824493,46.34533909,0.466766711,86.71778568
Ashok Leyland 2518,160.6673684,1842.781895,14.37648878,143.2762707,1.613488299,2190.046917,28.91069015,82.50717661,61.57856067,313.2359982,111.4273427,15.27239906,0.727104651,80.27512444
Ashok Leyland 2518,268.5907932,1292.657118,7.73596864,325.435917,1.84746055,1584.672256,27.62142352,81.80942866,119.8652849,348.5625497,133.2558553,18.14527802,0.708694524,88.06613851
Tata 407,498.6825686,1854.615556,16.4312706,368.288627,0.210885098,1907.370971,96.5209532,88.87645269,119.4425748,214.6535475,76.16032103,17.13401845,0.408034529,88.17003889
Ashok Leyland 2518,438.9469657,1548.049231,16.84203777,197.6978307,4.594119987,1706.885596,34.09949694,92.21016513,110.9734276,369.6850487,93.15745696,35.61574729,0.118784396,77.03556528
Ashok Leyland 2518,225.4850357,1103.537037,12.29632251,122.6111273,0.156408213,2462.332904,54.67607351,92.0475623,64.49908016,380.6432999,90.95591434,15.07178807,0.353271292,78.26403475
Mahindra Blazo X 35,228.7779022,1697.690257,11.47241704,351.9062109,3.848565845,2443.848867,22.75268124,86.15052056,118.9707085,399.2841008,110.0197505,26.74015855,0.426268591,83.89364021
Tata 407,464.9359544,2064.229632,12.99045968,462.5981484,0.967227972,1298.871728,41.82082059,86.53079258,104.1455059,200.2158203,71.8472167,32.72694935,0.388245662,83.60394995
Mahindra Blazo X 35,328.0648203,2158.9609,14.22200293,433.3573915,1.139343921,1146.427304,55.74340055,85.64858945,108.4399146,290.8061395,137.1055431,23.18364161,0.62609417,84.80315531
Mahindra Blazo X 35,183.8193864,1134.532883,16.51780262,304.982964,1.898974925,1659.284897,52.78841562,90.05612238,97.61933181,292.6326235,66.20541759,49.39639733,0.914071462,73.7641576
Mahindra Blazo X 35,162.0697596,2876.218059,15.98666581,151.4477245,4.48865888,1210.28022,22.32511597,80.98174549,115.1960852,280.2936816,87.58478109,29.99537157,0.465491519,76.27738995
Volvo FH 520,160.9180315,1972.322936,17.90513694,463.1393079,2.304510945,1582.818675,27.42889227,89.55664083,65.98287754,213.2446483,96.6649301,39.15154958,0.778818937,89.33713709
Ashok Leyland 2518,310.8142943,2351.763936,11.74511187,104.0574921,2.222897629,1485.714428,96.62794323,94.00016086,98.28438749,234.4749916,129.6136856,10.59622581,0.316503325,87.61175515
Tata 407,206.3948073,1743.696759,10.38281097,194.3385513,2.25356579,1867.248717,78.42275709,98.35300459,65.61333153,303.4564859,103.4237768,31.23844662,0.198865619,76.16734414
Volvo FH 520,325.5374791,2751.814957,18.43946555,125.778681,1.018396592,1384.550577,94.2497056,92.55414568,85.08939263,365.0298161,92.14925733,26.70124568,0.194453254,76.74273164
Eicher Pro 6025,430.1573675,2998.428072,8.817745782,387.6464932,0.75579222,1937.084867,58.91891478,99.08256982,81.2647975,346.1621897,105.3809864,13.2876246,0.265728962,86.77171167
Eicher Pro 6025,395.2897156,1820.858313,18.77561775,270.4762347,4.62070667,2168.069401,70.16349606,94.22944341,62.52944246,287.1089143,58.52766876,21.17585186,0.76196808,74.0089999
Tata 407,478.0767145,1636.911288,11.78485043,489.7222049,0.656976782,1644.103392,97.25827541,81.30497489,73.00115616,325.2147066,87.82304563,37.05918168,0.483493385,73.9032065
Tata 407,431.3243044,2494.525435,12.27215049,435.5271082,3.427005821,1959.280338,16.9942567,99.49628052,79.66778046,302.3842695,124.5770278,15.439069,0.277766042,78.38684558
Eicher Pro 6025,192.7642739,2569.076294,4.824166938,457.5278383,1.5886873,1032.254019,88.20290092,87.16712782,79.23098627,284.8793749,103.571467,23.59020383,0.106693523,81.48576215
Ashok Leyland 2518,208.0702104,2957.507231,18.39157259,352.0693868,4.969659256,1158.156716,30.48022538,84.76734864,75.03498815,378.3970088,72.22958698,46.93009342,0.829541134,76.45106157
Eicher Pro 6025,226.5956702,1893.501347,15.23321874,485.1875535,2.130902223,1402.333537,37.28831781,90.15144709,86.14000618,323.8685806,68.2362147,14.35648649,0.917198826,70.6441533
Tata 407,348.92354,1467.438854,11.20223789,230.2398519,1.902035391,2260.149614,30.4143036,86.7956611,69.60270427,253.7094016,51.66395651,28.37341937,0.973020757,86.12811959
Mahindra Blazo X 35,269.6301134,2321.25396,7.229299284,377.4767774,0.566102017,2155.147321,52.31635103,84.84850504,74.75400524,379.7033347,69.13599426,31.84562973,0.440724618,86.40004606
Tata 407,478.3309738,2361.130381,19.00727265,487.6731922,0.790574138,2173.665675,23.96205571,85.96223193,86.56457512,250.7578887,54.70500485,20.60379323,0.10283972,70.19402436
Ashok Leyland 2518,445.32617,1438.419705,14.45710483,138.6238609,0.602780413,2334.926221,51.29354803,82.19900844,90.36723826,352.0425142,69.62251063,26.79565466,0.220148839,83.94796013
Tata 407,285.8635703,2402.955451,16.24194229,430.1115667,2.384352599,2063.604087,47.73433991,83.51627655,107.3076581,354.3331158,66.87517518,43.24797713,0.907400298,75.65540661
Volvo FH 520,165.2064369,1081.61266,5.94880885,350.9891093,3.249231301,1893.516804,78.39058154,99.39318898,71.21304523,333.3897035,82.89480013,27.14737252,0.205991993,83.86607702
Volvo FH 520,327.539946,1821.274737,6.705036399,268.7031075,4.043275708,1777.465662,71.00131526,81.08457502,71.91092408,246.3556081,86.35489853,21.30631488,0.561280371,80.81843513
Volvo FH 520,498.5435233,1019.680546,14.91879529,489.8792501,3.926144668,1185.584482,98.47127341,91.32416763,78.65705152,336.5447359,65.74431772,27.97183413,0.992135664,88.63455192
Tata 407,404.5425454,2701.626337,5.520250883,123.5556033,3.518683278,2302.981726,54.30278775,98.42959434,111.7606881,344.5733161,63.09260616,31.63514077,0.838579203,87.74373143
Ashok Leyland 2518,418.9735125,2015.173979,18.74633564,355.346891,4.570088588,1968.908964,13.33690619,89.60072462,90.74066893,272.3981209,99.74169812,31.82751765,0.485433902,71.45730218
Mahindra Blazo X 35,154.7579163,2043.269948,10.7523228,441.1392957,2.02893391,2330.919502,77.39227048,80.84704551,69.14396072,202.9365897,112.894638,18.27739323,0.836139961,88.6343719
Mahindra Blazo X 35,189.2620612,1140.486033,12.47266717,267.5539247,0.687066662,2292.030367,67.09475133,81.95774497,81.51429336,328.9759292,57.34314757,43.29706816,0.648487024,89.16454735
Eicher Pro 6025,170.7166258,2959.431368,19.25846978,268.2182242,3.519258806,2165.20888,26.66932851,81.87276972,80.55163541,233.5851577,133.5302392,33.01325635,0.659950654,84.19034815
Tata 407,478.1750719,2923.908889,17.13826313,387.7976073,0.127047957,1548.006055,72.91053318,90.41821364,102.7750682,324.8771577,113.5283609,49.42603279,0.28367084,83.10536604
Mahindra Blazo X 35,224.9726924,1000.7398,9.363408756,212.2514842,1.747520322,1287.539056,62.62275604,89.58317395,97.6878604,375.7467672,140.5049231,40.15013352,0.321048412,87.59134119
Volvo FH 520,477.6232324,1017.829005,9.579541099,140.8227227,3.544153514,1367.58582,36.48038485,98.22936514,105.2286114,366.3675081,60.33253167,20.43814294,0.612462798,75.1561851
Ashok Leyland 2518,452.5873863,1118.917995,7.162377748,261.6350531,3.628587648,1787.671843,27.69744698,94.51651404,86.36241055,253.9969609,117.9357995,40.79240182,0.91509139,79.01712481
Ashok Leyland 2518,166.3275505,2816.98907,11.57377135,365.1002515,2.127134412,1852.044339,80.92512612,87.71931165,78.29614143,213.7051591,123.0938725,49.91396794,0.650782574,72.4270826
Mahindra Blazo X 35,205.2439971,1219.324071,14.83133143,111.6944893,2.168271987,1814.941317,49.51180986,96.52125865,71.96242817,364.6305926,50.66108919,49.75990912,0.611883752,79.68971527
Mahindra Blazo X 35,214.4504221,1642.7227,18.66779802,119.3185279,4.341528778,1395.462532,94.85519332,91.99985123,103.0821555,382.1882911,118.2847331,44.86839747,0.776850704,88.35327338
Mahindra Blazo X 35,241.1746994,2163.809231,17.80500333,252.150834,1.376492595,1350.085084,26.04324692,98.38863842,67.89570154,366.274244,98.36827014,34.78631389,0.852234358,77.86109546
Mahindra Blazo X 35,217.4372894,2349.79354,10.68224393,423.0807568,2.148141391,1257.639702,74.16938311,98.43423919,81.9123646,383.1349281,111.8587416,21.78669311,0.987015124,81.24873916
Tata 407,289.8242712,1699.578672,16.58498193,129.2404719,3.255285086,2401.897902,71.101857,98.55651983,92.76743947,391.0660741,84.15274364,22.15338148,0.903656732,74.05631765
Volvo FH 520,268.605668,1676.592061,11.24779632,469.6172303,0.216173151,1091.042083,63.37807285,81.89968852,61.12706951,355.2361169,117.4084658,44.67018882,0.86330911,73.3904935
Ashok Leyland 2518,220.7555509,1238.198111,17.66942598,279.8362483,1.667518319,1408.69084,24.36961884,85.75099362,96.39227816,288.2292669,143.8523198,48.99051379,0.230020722,89.89331674
Eicher Pro 6025,476.020526,1762.061456,8.206549312,486.0094954,4.643135574,1620.005919,30.82963158,83.85049535,85.35454683,219.1377066,101.0210188,31.35909559,0.828724557,74.16293566
Mahindra Blazo X 35,339.199201,2153.921592,17.46913473,464.0665427,3.664291825,1183.813161,75.82986175,83.86440296,82.39487175,284.6661286,79.58150217,24.44695798,0.673240644,74.75143912
Volvo FH 520,288.4054568,1412.979082,4.162591556,465.106935,3.774932293,1043.452383,19.661129,99.90337921,86.7129644,246.910239,89.80135535,33.03516538,0.232040783,84.73241331
Tata 407,372.6692241,1233.201269,11.7090605,468.9805316,3.456810446,1206.858857,19.64690226,90.69938454,96.90968044,366.254259,106.315955,33.49875554,0.672782569,70.75999573
Tata 407,446.4721137,1062.023962,15.41184544,239.8192072,2.964320752,2377.015327,21.14668061,86.0265256,85.39333805,277.3429118,126.8689284,42.70279734,0.322171749,81.32909046
Tata 407,217.2218048,2663.152295,13.04779432,436.9224466,0.290498899,2412.883104,42.40513441,80.05028597,81.07591593,363.9726198,67.12381684,18.09581076,0.223232081,88.62301211
Ashok Leyland 2518,194.9733261,2192.889955,7.695590256,445.336192,4.11001529,1184.63078,12.92569581,94.6659403,87.33393262,220.3925113,115.5602603,20.84450712,0.141175926,81.27738254
Mahindra Blazo X 35,358.1280099,1435.634899,9.933317227,356.5960756,1.710410665,1214.499356,70.1723943,88.20839128,82.75940473,236.3787736,63.15352731,14.9959587,0.213999196,77.8251102
